ID,Suburb,Address,Postcode,CouncilArea,Regionname,Price,SaleDate,Seller,Bedrooms,Bathrooms,CarSpaces,Landsize,Latitude,Longitude
1185,Collingwood,382 Wellington St,3066,Yarra,Northern Metropolitan,855000,12/11/2016,Jellis,2,1,0,130,-37.7953,144.9882
1186,Carlton North,167 Richardson St,3054,Yarra,Northern Metropolitan,1280000,22/08/2016,Nelson,3,1,1,131,-37.7846,144.9704
1187,Fitzroy,60 Bell St,3065,Yarra,Northern Metropolitan,1620000,22/05/2016,Nelson,4,2,1,132,-37.8004,144.9768
1188,Carlton North,173 MacPherson St,3054,Yarra,Northern Metropolitan,1301000,10/12/2016,Nelson,2,1,0,133,-37.786,144.9704
1189,Fitzroy North,51 Rae St,3068,Yarra,Northern Metropolitan,770000,4/06/2016,Nicholson,2,2,1,134,-37.7916,144.9784
1190,Abbotsford,5 Charles St,3067,Yarra,Northern Metropolitan,1465000,4/03/2017,Biggin,3,2,0,134,-37.8093,144.9944
1191,Fitzroy North,35 Birkenhead St,3068,Yarra,Northern Metropolitan,1290000,18/03/2017,Chambers,2,1,0,136,-37.7819,144.9824
1192,Abbotsford,78 Yarra St,3067,Yarra,Northern Metropolitan,1176500,16/07/2016,LITTLE,3,1,1,138,-37.8021,144.9965
1193,Fitzroy,124 Westgarth St,3065,Yarra,Northern Metropolitan,1481000,13/08/2016,Jellis,3,2,1,138,-37.795,144.9806
1194,Clifton Hill,413a Wellington St,3068,Yarra,Northern Metropolitan,1209000,8/10/2016,Jellis,2,1,1,140,-37.7919,144.9884
1195,Fitzroy,20 Westgarth St,3065,Yarra,Northern Metropolitan,1315000,18/03/2017,Jellis,2,1,0,141,-37.7946,144.9765
1196,Carlton North,658 Lygon St,3054,Yarra,Northern Metropolitan,880000,18/06/2016,Nelson,2,1,0,142,-37.7911,144.9688
1197,Clifton Hill,69 Field St,3068,Yarra,Northern Metropolitan,1180000,16/07/2016,Harrington,3,3,1,142,-37.7928,145.0021
1198,Fitzroy North,10 Delbridge St,3068,Yarra,Northern Metropolitan,1315000,15/10/2016,Jellis,2,1,0,143,-37.7887,144.9888
1199,Carlton North,354 Station St,3054,Yarra,Northern Metropolitan,1214000,16/04/2016,Nelson,3,3,1,144,-37.7885,144.9757
1200,Fitzroy North,28 Percy St,3068,Yarra,Northern Metropolitan,990000,12/06/2016,Nelson,2,1,0,145,-37.791,144.9779
1201,Abbotsford,49 Park St,3067,Yarra,Northern Metropolitan,1315000,19/11/2016,Marshall,2,1,0,147,-37.808,144.994
1202,Abbotsford,166 Gipps St,3067,Yarra,Northern Metropolitan,1290000,25/02/2017,Biggin,3,2,2,147,-37.805,144.9943
1203,Fitzroy North,24 Batman St,3068,Yarra,Northern Metropolitan,1255000,18/03/2017,Harrington,2,1,0,148,-37.7841,144.9793
1204,Fitzroy North,373 Rae St,3068,Yarra,Northern Metropolitan,1181000,10/12/2016,Nelson,3,1,1,148,-37.7835,144.9799
1205,Abbotsford,42 Valiant St,3067,Yarra,Northern Metropolitan,890000,17/09/2016,Biggin,2,1,1,150,-37.8011,145.0004
1206,Fitzroy North,92 Scotchmer St,3068,Yarra,Northern Metropolitan,1008000,6/08/2016,LITTLE,2,1,1,150,-37.7833,144.9819
1207,Collingwood,98 Hotham St,3066,Yarra,Northern Metropolitan,1470000,18/03/2017,Jellis,3,2,0,150,-37.7968,144.9924
1208,Clifton Hill,20 Gordon St,3068,Yarra,Northern Metropolitan,1430000,25/02/2017,Collins,2,1,0,151,-37.7912,144.9963
1209,Fitzroy North,76 Newry St,3068,Yarra,Northern Metropolitan,1116000,3/09/2016,Nelson,2,1,0,152,-37.791,144.9809
1210,Fitzroy North,21 Reid St,3068,Yarra,Northern Metropolitan,899000,22/05/2016,Jellis,1,1,0,153,-37.7851,144.9784
1211,Clifton Hill,66 Noone St,3068,Yarra,Northern Metropolitan,780000,4/06/2016,Harrington,2,1,1,155,-37.7934,144.9922
1212,Abbotsford,25 Bloomburg St,3067,Yarra,Northern Metropolitan,1035000,4/02/2016,Biggin,2,1,0,156,-37.8079,144.9934
1213,Clifton Hill,31 Fenwick St,3068,Yarra,Northern Metropolitan,1450000,18/03/2017,Nelson,2,1,0,156,-37.7892,144.9999
1214,Fitzroy,107 Cecil St,3065,Yarra,Northern Metropolitan,1300000,24/09/2016,Nelson,2,1,1,157,-37.7941,144.98
1215,Richmond,8 George St,3121,Yarra,Northern Metropolitan,1189000,10/12/2016,Biggin,2,1,0,158,-37.8232,145.0002
1216,Collingwood,5 Charlotte St,3066,Yarra,Northern Metropolitan,1000000,19/11/2016,Peter,2,1,2,159,-37.7962,144.9887
1217,Fitzroy North,29 Tait St,3068,Yarra,Northern Metropolitan,1325000,28/08/2016,Collins,2,1,0,160,-37.783,144.9866
1218,Abbotsford,47 Studley St,3067,Yarra,Northern Metropolitan,1180000,27/11/2016,Jellis,2,1,0,162,-37.8016,144.9956
1219,Richmond,149 Mary St,3121,Yarra,Northern Metropolitan,1100000,10/12/2016,Abercromby's,3,1,0,162,-37.8241,145.0015
1220,Clifton Hill,1/1 Marshall Pl,3068,Yarra,Northern Metropolitan,1506000,25/02/2017,Nelson,4,2,0,162,-37.7885,144.9994
1221,Carlton North,462 Canning St,3054,Yarra,Northern Metropolitan,1955000,16/07/2016,Nelson,3,2,1,163,-37.786,144.9751
1222,Clifton Hill,40 Myrtle St,3068,Yarra,Northern Metropolitan,1290000,10/12/2016,Jellis,2,1,0,164,-37.7912,144.9967
1223,Richmond,308 Lennox St,3121,Yarra,Northern Metropolitan,1220000,10/12/2016,Biggin,2,1,1,166,-37.8245,144.9933
1224,Abbotsford,48 Abbotsford St,3067,Yarra,Northern Metropolitan,1447500,22/08/2016,Nelson,3,3,1,166,-37.8017,145.0001
1225,Richmond,193 Mary St,3121,Yarra,Northern Metropolitan,1102000,4/06/2016,Biggin,2,1,1,167,-37.8255,145.0013
1226,Collingwood,20 Hotham St,3066,Yarra,Northern Metropolitan,1260000,3/12/2016,Jellis,3,1,0,167,-37.7962,144.9866
1227,Abbotsford,60 Stafford St,3067,Yarra,Northern Metropolitan,1290000,25/02/2017,Biggin,3,1,1,168,-37.8007,144.9958
1228,Richmond,32 Duke St,3121,Yarra,Northern Metropolitan,1025000,4/06/2016,Jellis,2,1,1,169,-37.8235,145.0035
1229,Carlton North,593 Canning St,3054,Yarra,Northern Metropolitan,1540000,4/03/2017,Nelson,3,1,0,169,-37.7821,144.9753
1230,Clifton Hill,48 Council St,3068,Yarra,Northern Metropolitan,1150000,26/07/2016,Nelson,3,1,1,169,-37.7925,144.9877
1231,Clifton Hill,104 Noone St,3068,Yarra,Northern Metropolitan,856000,18/03/2017,Nelson,2,1,0,170,-37.7936,144.995
1232,Collingwood,130 Perry St,3066,Yarra,Northern Metropolitan,910000,10/09/2016,Jellis,3,1,1,171,-37.8006,144.9925
1233,Abbotsford,27 Charles St,3067,Yarra,Northern Metropolitan,1030000,30/07/2016,Biggin,2,1,1,172,-37.8086,144.9946
1234,Clifton Hill,119 Roseneath St,3068,Yarra,Northern Metropolitan,1075000,8/10/2016,Nelson,2,1,1,174,-37.7928,144.9987
1235,Richmond,13 McKay St,3121,Yarra,Northern Metropolitan,1150000,8/10/2016,Jellis,3,1,0,176,-37.8116,145.0042
1236,Fitzroy North,11 Freeman St,3068,Yarra,Northern Metropolitan,1655000,10/12/2016,Nelson,3,1,0,176,-37.7892,144.9773
1237,Clifton Hill,11 Page St,3068,Yarra,Northern Metropolitan,1370000,13/08/2016,Collins,3,2,1,176,-37.7921,144.9898
1238,Fitzroy,31 Bell St,3065,Yarra,Northern Metropolitan,1950000,18/06/2016,Nelson,4,1,0,177,-37.7999,144.9759
1239,Fitzroy North,276 McKean St,3068,Yarra,Northern Metropolitan,2170000,4/03/2017,Nelson,3,2,1,177,-37.7851,144.9934
1240,Collingwood,130 Keele St,3066,Yarra,Northern Metropolitan,890000,3/09/2016,LITTLE,2,1,1,178,-37.7974,144.9915
1241,Clifton Hill,86 Hodgkinson St,3068,Yarra,Northern Metropolitan,1420000,8/10/2016,Collins,2,1,0,180,-37.7898,144.9903
1242,Abbotsford,129 Charles St,3067,Yarra,Northern Metropolitan,941000,7/05/2016,Jellis,2,1,0,181,-37.8041,144.9953
1243,Abbotsford,200 Nicholson St,3067,Yarra,Northern Metropolitan,1012500,28/05/2016,Nelson,2,1,0,182,-37.8021,144.9976
1244,Abbotsford,196 Nicholson St,3067,Yarra,Northern Metropolitan,955000,17/09/2016,Collins,3,1,0,183,-37.8022,144.9975
1245,Collingwood,84 Budd St,3066,Yarra,Northern Metropolitan,1075000,16/04/2016,hockingstuart,3,1,0,183,-37.7948,144.9875
1246,Clifton Hill,85 Roseneath St,3068,Yarra,Northern Metropolitan,1105000,8/10/2016,Harrington,2,1,1,185,-37.7927,144.9981
1247,Fitzroy,127 George St,3065,Yarra,Northern Metropolitan,1780000,7/11/2016,Peter,4,1,1,186,-37.8048,144.9806
1248,Clifton Hill,60a Hodgkinson St,3068,Yarra,Northern Metropolitan,1270000,3/09/2016,Nelson,3,2,0,187,-37.7902,144.9894
1249,Fitzroy,258 Napier St,3065,Yarra,Northern Metropolitan,2200000,16/04/2016,Nelson,3,2,1,187,-37.8003,144.9806
1250,Collingwood,6 Forest St,3066,Yarra,Northern Metropolitan,981000,17/09/2016,Jellis,2,1,0,188,-37.7964,144.9923
1251,Fitzroy North,70 Park St,3068,Yarra,Northern Metropolitan,1785000,14/05/2016,Nelson,4,2,1,188,-37.7815,144.9869
1252,Fitzroy North,26 Scotchmer St,3068,Yarra,Northern Metropolitan,1600000,10/12/2016,Jellis,3,3,1,188,-37.7829,144.9788
1253,Carlton North,122 Amess St,3054,Yarra,Northern Metropolitan,2210000,14/05/2016,Nelson,3,2,1,190,-37.7847,144.9741
1254,Fitzroy North,168 Scotchmer St,3068,Yarra,Northern Metropolitan,1581000,28/05/2016,Jellis,3,1,0,193,-37.7836,144.985
1255,Clifton Hill,13 Caroline St,3068,Yarra,Northern Metropolitan,1060000,7/11/2016,Nelson,3,1,0,193,-37.7899,144.9984
1256,Richmond,234 Coppin St,3121,Yarra,Northern Metropolitan,1102000,4/02/2016,Dingle,3,2,0,194,-37.8265,145.0022
1257,Abbotsford,45 William St,3067,Yarra,Northern Metropolitan,1172500,13/08/2016,Biggin,2,1,1,195,-37.8084,144.9973
1258,Clifton Hill,12 Kiewa St,3068,Yarra,Northern Metropolitan,1417000,10/12/2016,Nelson,2,1,0,197,-37.7924,145.0002
1259,Fitzroy North,780 Brunswick St,3068,Yarra,Northern Metropolitan,1371000,10/09/2016,Nelson,3,1,1,197,-37.7835,144.9816
1260,Fitzroy North,49 Best St,3068,Yarra,Northern Metropolitan,2300000,27/11/2016,Nelson,4,2,1,197,-37.7828,144.9832
1261,Richmond,247 Church St,3121,Yarra,Northern Metropolitan,1010000,4/06/2016,Jellis,3,1,1,199,-37.8193,144.9993
1262,Clifton Hill,49 Fenwick St,3068,Yarra,Northern Metropolitan,1680000,19/11/2016,Nelson,3,2,1,201,-37.7884,145
1263,Abbotsford,85 Turner St,3067,Yarra,Northern Metropolitan,1480000,3/12/2016,Biggin,2,1,1,202,-37.7996,144.9984
1264,Fitzroy North,205 Scotchmer St,3068,Yarra,Northern Metropolitan,2150000,27/11/2016,Nelson,3,2,0,202,-37.7835,144.9867
1265,Richmond,81 Erin St,3121,Yarra,Northern Metropolitan,1260000,3/09/2016,Biggin,3,1,0,203,-37.8166,144.9945
1266,Carlton North,632 Rathdowne St,3054,Yarra,Northern Metropolitan,1280000,6/08/2016,Nelson,3,1,0,203,-37.7824,144.9733
1267,Fitzroy North,191 Scotchmer St,3068,Yarra,Northern Metropolitan,1300000,26/07/2016,Nelson,3,1,1,203,-37.7834,144.9862
1268,Fitzroy North,421 Rae St,3068,Yarra,Northern Metropolitan,1283000,28/08/2016,Nelson,2,1,2,204,-37.7824,144.9801
1269,Richmond,255 Coppin St,3121,Yarra,Northern Metropolitan,1275000,8/10/2016,Jellis,3,1,2,204,-37.8285,145.0022
1270,Carlton North,292 Amess St,3054,Yarra,Northern Metropolitan,1950000,22/05/2016,Nelson,4,2,2,207,-37.7804,144.9748
1271,Alphington,5/6 Yarralea St,3078,Yarra,Northern Metropolitan,1110000,3/09/2016,Jellis,3,2,2,208,-37.7854,145.0325
1272,Carlton North,122 Richardson St,3054,Yarra,Northern Metropolitan,1725000,4/03/2017,hockingstuart,2,1,1,210,-37.7844,144.972
1273,Abbotsford,40 Nicholson St,3067,Yarra,Northern Metropolitan,1350000,12/11/2016,Nelson,3,2,2,214,-37.8085,144.9964
1274,Clifton Hill,40 Spensley St,3068,Yarra,Northern Metropolitan,1405000,17/09/2016,Nelson,2,1,0,219,-37.7882,144.9984
1275,Abbotsford,10 Valiant St,3067,Yarra,Northern Metropolitan,1097000,8/10/2016,Biggin,2,1,2,220,-37.801,144.9989
1276,Richmond,52 Brighton St,3121,Yarra,Northern Metropolitan,1506000,7/05/2016,Biggin,2,2,1,220,-37.8284,144.9989
1277,Fitzroy North,2 Scotchmer St,3068,Yarra,Northern Metropolitan,1210000,15/10/2016,Nelson,2,1,1,223,-37.7829,144.9782
1278,Fitzroy North,14 Falconer St,3068,Yarra,Northern Metropolitan,1851000,19/11/2016,Nelson,3,1,1,225,-37.7852,144.9868
1279,Collingwood,93 Hotham St,3066,Yarra,Northern Metropolitan,1430000,4/03/2017,Jellis,2,1,0,231,-37.7969,144.9905
1280,Fitzroy North,74 Barkly St,3068,Yarra,Northern Metropolitan,1950000,14/05/2016,Nelson,4,2,2,233,-37.7786,144.9818
1281,Abbotsford,16 William St,3067,Yarra,Northern Metropolitan,1310000,15/10/2016,Jellis,2,1,2,238,-37.809,144.9976
1282,Richmond,30 Cameron St,3121,Yarra,Northern Metropolitan,1474000,7/11/2016,Marshall,3,1,0,238,-37.8167,144.9977
1283,Clifton Hill,17 Myrtle St,3068,Yarra,Northern Metropolitan,1435000,10/09/2016,Nelson,2,1,2,239,-37.7918,144.997
1284,Fitzroy North,83 Best St,3068,Yarra,Northern Metropolitan,1700000,18/03/2017,Nelson,3,2,1,240,-37.782,144.9834
1285,Abbotsford,124 Yarra St,3067,Yarra,Northern Metropolitan,1876000,7/05/2016,Nelson,3,2,0,245,-37.8024,144.9993
1286,Fitzroy North,24 Taylor St,3068,Yarra,Northern Metropolitan,1000000,4/03/2017,Nelson,3,1,0,249,-37.7754,144.9806
1287,Richmond,32 Cameron St,3121,Yarra,Northern Metropolitan,1555000,7/11/2016,Marshall,3,1,0,250,-37.8167,144.9978
1288,Clifton Hill,36 Ogrady St,3068,Yarra,Northern Metropolitan,1620000,15/10/2016,Nelson,2,1,2,251,-37.787,144.9988
1289,Richmond,249 Punt Rd,3121,Yarra,Northern Metropolitan,950000,8/10/2016,Jellis,4,1,0,254,-37.8201,144.9898
1290,Abbotsford,98 Charles St,3067,Yarra,Northern Metropolitan,1636000,8/10/2016,Nelson,2,1,2,256,-37.806,144.9954
1291,Fitzroy,47 Charles St,3065,Yarra,Northern Metropolitan,1600000,22/05/2016,Nelson,3,2,1,261,-37.803,144.9806
1292,Fitzroy North,2 Pilkington St,3068,Yarra,Northern Metropolitan,1450000,3/09/2016,Nelson,4,2,1,266,-37.7797,144.9861
1293,Fitzroy North,201A Clauscen St,3068,Yarra,Northern Metropolitan,1286000,10/12/2016,Holland,3,1,0,275,-37.7779,144.9862
1294,Collingwood,82 Sackville St,3066,Yarra,Northern Metropolitan,1265000,14/05/2016,Jellis,2,1,1,282,-37.7985,144.9883
1295,Richmond,21 Leslie St,3121,Yarra,Northern Metropolitan,1090000,7/05/2016,Biggin,3,1,3,283,-37.8127,145.0073
1296,Fitzroy,17 Bell St,3065,Yarra,Northern Metropolitan,4011000,27/11/2016,Nelson,4,3,2,286,-37.7999,144.9755
1297,Fitzroy North,14 King St,3068,Yarra,Northern Metropolitan,1300000,27/11/2016,hockingstuart,3,1,0,309,-37.776,144.9832
1298,Carlton North,527 Nicholson St,3054,Yarra,Northern Metropolitan,1330000,3/09/2016,Nelson,3,1,1,314,-37.7871,144.9766
1299,Richmond,131 Lord St,3121,Yarra,Northern Metropolitan,3335000,3/12/2016,Jellis,4,2,2,319,-37.8244,145.0044
1300,Richmond,31 Johnson St,3121,Yarra,Northern Metropolitan,1350000,7/05/2016,Peter,3,1,2,332,-37.8131,145.005
1301,Fitzroy,52 Nicholson St,3065,Yarra,Northern Metropolitan,3310000,13/08/2016,Caine,4,4,2,337,-37.8052,144.9739
1302,Richmond,28 Stawell St,3121,Yarra,Northern Metropolitan,1422000,6/08/2016,hockingstuart,3,1,0,339,-37.8215,145.0102
1303,Richmond,29 Bowen St,3121,Yarra,Northern Metropolitan,2180000,3/12/2016,Blue,3,2,2,345,-37.8159,144.994
1304,Fitzroy North,86 Clauscen St,3068,Yarra,Northern Metropolitan,1710000,24/09/2016,Collins,3,2,0,357,-37.7778,144.9824
1305,Fitzroy North,264 Barkly St,3068,Yarra,Northern Metropolitan,1600000,25/02/2017,Collins,3,1,0,370,-37.7794,144.9892
1306,Carlton North,984 Lygon St,3054,Yarra,Northern Metropolitan,1150000,24/09/2016,Nelson,2,1,2,373,-37.7828,144.9702
1307,Clifton Hill,32 Caroline St,3068,Yarra,Northern Metropolitan,3010000,10/09/2016,Collins,4,3,2,382,-37.7897,144.9992
1308,Collingwood,4/13 Alexander St,3066,Yarra,Northern Metropolitan,457000,13/08/2016,Jellis,1,1,1,406,-37.796,144.9911
1309,Carlton North,392 Station St,3054,Yarra,Northern Metropolitan,2400000,12/11/2016,Kelly,2,2,0,413,-37.7875,144.9759
1310,Carlton North,700 Rathdowne St,3054,Yarra,Northern Metropolitan,2175000,7/05/2016,Woodards,4,1,0,418,-37.7808,144.9736
1311,Fitzroy North,79 Delbridge St,3068,Yarra,Northern Metropolitan,3400000,14/05/2016,Nelson,4,2,1,445,-37.786,144.9864
1312,Fitzroy North,179 Barkly St,3068,Yarra,Northern Metropolitan,2300000,23/04/2016,Nelson,3,1,2,475,-37.7786,144.9846
1313,Carlton North,989 Drummond St,3054,Yarra,Northern Metropolitan,2950000,7/05/2016,Chambers,3,1,2,499,-37.7811,144.9715
1314,Richmond,3/11 Brougham St,3121,Yarra,Northern Metropolitan,370000,3/12/2016,Biggin,1,1,1,502,-37.8214,144.9997
1315,Carlton North,1018 Drummond St,3054,Yarra,Northern Metropolitan,2520000,16/04/2016,Nelson,4,2,2,504,-37.7805,144.9721
1316,Clifton Hill,3/30 Edmund St,3068,Yarra,Northern Metropolitan,495000,13/08/2016,iTRAK,2,1,1,515,-37.7875,145.0049
1317,Richmond,3/24 Davison St,3121,Yarra,Northern Metropolitan,479000,4/03/2017,Biggin,2,1,1,534,-37.8123,145.0081
1318,Carlton North,967 Drummond St,3054,Yarra,Northern Metropolitan,2718000,11/03/2017,Ray,4,2,0,538,-37.7816,144.9714
1319,Alphington,11 Margaret Gr,3078,Yarra,Northern Metropolitan,1900000,27/11/2016,McGrath,4,2,2,556,-37.7844,145.0225
1320,Richmond,78 Davison St,3121,Yarra,Northern Metropolitan,3200000,4/03/2017,Jellis,5,3,3,618,-37.8157,145.0073
1321,Richmond,409/120 Palmer St,3121,Yarra,Northern Metropolitan,540000,3/09/2016,LITTLE,2,2,1,656,-37.8195,145.0103
1322,Richmond,52 Lyndhurst St,3121,Yarra,Northern Metropolitan,1236000,3/09/2016,Jellis,3,2,1,675,-37.8206,145.0003
1323,Richmond,502/39 Bosisto St,3121,Yarra,Northern Metropolitan,437500,4/03/2017,Biggin,1,1,1,778,-37.8177,144.9972
1324,Abbotsford,3/72 Charles St,3067,Yarra,Northern Metropolitan,1330000,18/03/2017,Kay,4,2,2,780,-37.8073,144.9952
1325,Fitzroy,8/98 George St,3065,Yarra,Northern Metropolitan,420000,25/02/2017,Caine,1,1,1,782,-37.8055,144.9809
1326,Collingwood,9/22 Stanley St,3066,Yarra,Northern Metropolitan,452000,4/03/2017,Jellis,1,1,1,816,-37.802,144.9848
1327,Collingwood,5/22 Stanley St,3066,Yarra,Northern Metropolitan,515000,18/03/2017,Peter,2,1,1,816,-37.802,144.9848
1328,Carlton North,9/823 Rathdowne St,3054,Yarra,Northern Metropolitan,468000,11/03/2017,Nelson,1,1,1,861,-37.7851,144.9723
1329,Alphington,22 Lowther St,3078,Yarra,Northern Metropolitan,1165000,27/06/2016,Barry,3,1,2,979,-37.7792,145.029
1330,Carlton North,2/872 Drummond St,3054,Yarra,Northern Metropolitan,765000,8/10/2016,Nelson,2,1,1,1031,-37.784,144.9715
1331,Collingwood,10/30 Mater St,3066,Yarra,Northern Metropolitan,713500,22/08/2016,Jellis,2,2,1,1060,-37.7954,144.9868
1332,Richmond,318/185 Lennox St,3121,Yarra,Northern Metropolitan,655000,4/03/2017,hockingstuart,2,1,1,1725,-37.8174,144.9949
1333,Richmond,414/6 Lord St,3121,Yarra,Northern Metropolitan,561000,4/03/2017,Biggin,2,1,1,2571,-37.8198,145.005
1334,Richmond,101/18 Tanner St,3121,Yarra,Northern Metropolitan,635000,4/03/2017,Biggin,2,2,1,2740,-37.8231,144.9906
1335,Collingwood,306/40 Stanley St,3066,Yarra,Northern Metropolitan,440000,4/03/2017,Collins,1,1,1,2773,-37.802,144.9854
1336,Fitzroy North,186 Queens Pde,3068,Yarra,Northern Metropolitan,930000,3/09/2016,Nelson,2,3,0,2778,-37.7903,144.9859
1337,Fitzroy,10/5 St David St,3065,Yarra,Northern Metropolitan,850000,22/05/2016,Nelson,3,2,1,2782,-37.8005,144.9787
1338,Collingwood,2/79 Oxford St,3066,Yarra,Northern Metropolitan,855000,3/09/2016,Nelson,2,1,1,2886,-37.8042,144.9845
1339,Richmond,229/253 Bridge Rd,3121,Yarra,Northern Metropolitan,439000,10/09/2016,Biggin,1,1,1,3516,-37.8183,144.9979
1340,Collingwood,110/3 Hoddle St,3066,Yarra,Northern Metropolitan,415000,7/11/2016,Biggin,1,1,1,3701,-37.809,144.9911
1341,Abbotsford,138/56 Nicholson St,3067,Yarra,Northern Metropolitan,1090000,18/03/2017,Jellis,3,2,2,4290,-37.8078,144.9965
1342,Fitzroy North,123/4 Bik La,3068,Yarra,Northern Metropolitan,490000,27/11/2016,Nelson,2,1,1,4296,-37.7846,144.9785
1343,Fitzroy North,605/4 Bik La,3068,Yarra,Northern Metropolitan,720000,10/12/2016,Woodards,2,2,1,4296,-37.7846,144.9785
1344,Fitzroy North,129/4 Bik La,3068,Yarra,Northern Metropolitan,700000,4/03/2017,Collins,2,2,2,4296,-37.7846,144.9785
1345,Fitzroy North,233/4 Bik La,3068,Yarra,Northern Metropolitan,700000,3/09/2016,Woodards,2,2,1,4332,-37.7846,144.9785
1346,Richmond,110/61 Stawell St,3121,Yarra,Northern Metropolitan,405000,7/05/2016,McGrath,1,1,1,7455,-37.822,145.0104
1347,Richmond,412/10 Burnley St,3121,Yarra,Northern Metropolitan,421000,4/03/2017,Biggin,1,1,1,8223,-37.8127,145.0094
1348,Richmond,406/20 Burnley St,3121,Yarra,Northern Metropolitan,345000,8/10/2016,Ray,1,1,1,8223,-37.8127,145.0094
1349,Collingwood,4/170 Oxford St,3066,Yarra,Northern Metropolitan,950000,4/03/2017,Jellis,3,2,1,15900,-37.8035,144.985
